cnnaffinity,Smiles,h,enamine_id,enamine_searched
-5.51512,[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])n([H])c2=S)c([H])c1[H],6,,False
-5.18565,[H]c1nc([H])c(-c2nc([H])c([H])c(-c3c([H])c([H])c([H])c(C(F)(F)F)c3[H])c2[H])c([H])c1[H],6,,False
-5.58567,[H]c1nc([H])c(-c2nn3c(c2-c2c([H])c([H])c([H])c([N+](=O)[O-])c2[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-4.95252,[H]c1nc([H])c(C([H])([H])C2(c3c([H])c([H])c4c([H])c([H])n([H])c4c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.55019,[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])c2sc([H])c([H])c2[H])c([H])c1[H],6,,False
-5.23396,[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c([H])c([N+](=O)[O-])c3[H])c([H])c([H])c2=O)c([H])c1[H],6,,False
-5.49258,[H]c1nc([H])c(-c2c(N([H])c3c([H])c([H])c([H])c([N+](=O)[O-])c3[H])c([H])nn2[H])c([H])c1[H],6,,False
-5.06596,[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(c3nc([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.40371,[H]c1nc([H])c(-c2nnc3sc(-c4c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c4[H])nn23)c([H])c1[H],6,,False
-4.92133,[H]c1nc([H])c([C@]2([H])N=C(N([H])[H])OC2([H])[H])c(-c2c([H])nc([H])c([H])c2[H])n1,6,,False
-4.71546,[H]c1nc([H])c(N2C([H])([H])C([H])([H])[C@]2([H])C([H])([H])c2sc([H])c([H])c2[H])c([H])c1[H],6,,False
