cnnaffinity,Smiles,h,enamine_id,enamine_searched
-5.05111,[H]c1nc([H])c(Sc2nnnn2-c2nc([H])c([H])c([H])c2C(F)(F)F)c([H])c1[H],6,,False
-5.04182,[H]c1nc([H])c(-c2c([H])nnn2-c2c([H])nc([H])c(OC([H])([H])[H])c2[H])c([H])c1[H],6,,False
-4.65641,[H]c1nc([H])c(C([H])([H])SC([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,,False
-5.31899,[H]c1nc([H])c(-c2nn3c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nnc3s2)c([H])c1[H],6,,False
-5.06658,[H]c1nc([H])c(-n2c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nn([H])c2=S)c([H])c1[H],6,,False
-4.72556,[H]c1nc([H])c(-c2nc([H])n(N([H])c3c([H])c([H])c(Cl)c([H])c3[H])c2[H])c([H])c1[H],6,,False
-5.83743,[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c4c(c([H])nn4[H])c3[H])c(=S)n2[H])c([H])c1[H],6,,False
-5.08872,[H]c1nc([H])c(C([H])([H])n2nnnc2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,,False
-4.79876,[H]c1nc([H])c(-c2c([H])c(N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])c(=O)n([H])c2[H])c([H])c1[H],6,,False
-5.32414,[H]c1nc([H])c(-c2nc(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)c([H])c([H])c2[H])c([H])c1[H],6,,False
-4.82405,[H]c1nc([H])c(N([H])C(=O)C(F)(F)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,,False
-5.28778,[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-4.99364,[H]c1nc([H])c(-c2nn3c(c2N([H])S(=O)(=O)N([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-5.38779,[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c([H])c([H])c3F)n([H])c2=O)c([H])c1[H],6,,False
-5.57305,[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c3[H])c(=S)n2[H])c([H])c1[H],6,,False
-5.66655,[H]c1nc([H])c([C@]2([H])C([H])([H])N([H])C(=O)[C@@]2([H])c2c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c2[H])c([H])c1[H],6,,False
-5.32134,[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c3[H])c(=O)n2[H])c([H])c1[H],6,,False
-5.04281,[H]c1nc([H])c(-c2c([H])nnn2-c2nc3c([H])c([H])c([H])c([H])c3c([H])c2[H])c([H])c1[H],6,,False
-5.94602,[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c([H])c([H])c2=O)c([H])c1[H],6,,False
-5.00966,[H]c1nc([H])c(-c2c([H])c([H])nn2-c2nc3c([H])c([H])c([H])c([H])c3c([H])c2[H])c([H])c1[H],6,,False
-4.61006,[H]c1nc([H])c(-c2nc([H])n(N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1[H],6,,False
-5.21927,[H]c1nc([H])c(-c2c([H])sc3nc(-c4oc5c([H])c([H])c([H])c([H])c5c4[H])nn23)c([H])c1[H],6,,False
