,Smiles,ROMol,fp,expt,is_active,cycle
203,[H]c1nc([H])c(-c2nc([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af044d3c0>,gp_200_UCB_False_10,False,3
224,[H]c1nc(N([H])[C@]2([H])N(c3c([H])nc([H])c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af044d4a0>,gp_200_UCB_False_10,False,3
250,[H]c1nc([H])c(-c2nc([H])c([H])c(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a2e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af044d200>,gp_200_UCB_False_10,False,3
225,[H]c1nc([H])c(N([H])C(=S)c2c([H])nc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af044d040>,gp_200_UCB_False_10,True,3
227,[H]c1nc(N([H])c2c([H])c([H])nc(-c3c([H])nc([H])c([H])c3[H])c2[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a3c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af044d120>,gp_200_UCB_False_10,False,3
248,[H]c1nc([H])c(-c2c([H])c([H])c([H])c(N([H])C(=O)C3([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aaf20>,gp_200_UCB_False_10,False,3
247,[H]c1nc([H])c(-n2c([H])nc(-c3oc4c([H])c([H])c([H])c([H])c4c3[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a4a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa9e0>,gp_200_UCB_False_10,False,3
246,[H]c1nc(C(=O)N([H])c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aaac0>,gp_200_UCB_False_10,False,3
245,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([H])c2N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aaba0>,gp_200_UCB_False_10,False,3
244,[H]c1nc(N([H])C(=S)N([H])c2c([H])c([H])c([H])c([H])c2[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a5f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aac80>,gp_200_UCB_False_10,False,3
243,[H]c1nc([H])c(-c2nc([H])c([H])c(N([H])C(=O)C3([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aad60>,gp_200_UCB_False_10,False,3
242,[H]c1nc([H])c(-c2nc(N([H])C(=O)C3([H])C([H])([H])C3([H])[H])c([H])c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a6d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aae40>,gp_200_UCB_False_10,False,3
241,[H]c1nc([H])c(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa890>,gp_200_UCB_False_10,False,3
240,[H]c1nc(C(=O)N([H])c2c([H])c([H])nc(-c3c([H])nc([H])c([H])c3[H])c2[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a7b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa040>,gp_200_UCB_False_10,False,3
239,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])nc(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa120>,gp_200_UCB_False_10,False,3
238,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa200>,gp_200_UCB_False_10,False,3
237,[H]c1nc([H])c(-c2c([H])c([H])c([H])c(N([H])C(=S)N([H])c3c([H])c([H])c([H])c([H])c3[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa2e0>,gp_200_UCB_False_10,False,3
236,[H]c1nc([H])c(-c2c([H])nc(N([H])C(=O)C3([H])C([H])([H])C3([H])[H])n2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa3c0>,gp_200_UCB_False_10,False,3
235,[H]c1nc(C(=O)N([H])c2nc(-c3c([H])nc([H])c([H])c3[H])c([H])c([H])c2[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8a9e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa4a0>,gp_200_UCB_False_10,False,3
234,[H]c1nc([H])c(-c2nnc(N([H])C(=O)C3([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8aa50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa580>,gp_200_UCB_False_10,False,3
233,[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])c2c([H])c3c([H])c([H])c([H])c([H])c3n2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8aac0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa660>,gp_200_UCB_False_10,False,3
232,[H]c1nc(C(=O)N([H])C(=O)N2C([H])([H])C([H])(c3c([H])nc([H])c([H])c3[H])C2([H])[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8ab30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa740>,gp_200_UCB_False_10,False,3
231,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])c(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])nc1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8aba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af04aa820>,gp_200_UCB_False_10,False,3
230,[H]c1nc(N([H])C(=S)N([H])c2c([H])nc([H])c([H])c2[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8ac10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb040>,gp_200_UCB_False_10,False,3
229,[H]c1nc(N([H])C(=O)c2nc([H])c([H])c([H])c2[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8ac80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb0b0>,gp_200_UCB_False_10,False,3
228,[H]c1nc([H])c(-c2nc([H])c([H])c(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8acf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb200>,gp_200_UCB_False_10,False,3
226,[H]c1nc([H])c(S(=O)(=O)N([H])C(=O)c2c([H])nc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8ad60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb350>,gp_200_UCB_False_10,False,3
201,[H]c1nc([H])c(-c2nc([H])c(N([H])C(=O)C3([H])C([H])([H])C3([H])[H])n2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8add0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb430>,gp_200_UCB_False_10,False,3
300,[H]c1nc([H])c(-c2nc([H])c([H])c(N([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8ae40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb4a0>,gp_200_UCB_False_10,False,3
302,[H]c1nc(N([H])C(=O)C([H])([H])C([H])([H])[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8aeb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb510>,gp_200_UCB_False_10,False,3
373,[H]c1nc([H])c(N([H])C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8af20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb5f0>,gp_200_UCB_False_10,False,3
372,[H]c1nc([H])c(N([H])C(=O)C([H])([H])c2c([H])c3c([H])c([H])c([H])c([H])c3n2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e8af90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb740>,gp_200_UCB_False_10,True,3
371,[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])c2nc3c([H])c([H])c([H])c([H])c3n2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb820>,gp_200_UCB_False_10,True,3
370,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([H])c2OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b0b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb900>,gp_200_UCB_False_10,False,3
369,[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)C(F)(F)F)c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb970>,gp_200_UCB_False_10,False,3
368,[H]c1nc([H])c(N([H])C(=S)c2c([H])nc(C(F)(F)F)c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eba50>,gp_200_UCB_False_10,False,3
367,[H]c1nc([H])c(N([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05ebba0>,gp_200_UCB_False_10,False,3
366,[H]c1nc([H])c(-c2nc([H])c(C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])n2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05ebc80>,gp_200_UCB_False_10,False,3
365,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])c([H])c(C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])n1,<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b2e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05ebd60>,gp_200_UCB_False_10,False,3
364,[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N([H])C(=O)C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05ebdd0>,gp_200_UCB_False_10,False,3
363,[H]c1nc([H])c(N([H])C(=O)c2sc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b3c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05ebeb0>,gp_200_UCB_False_10,False,3
362,[H]c1nc([H])c(-c2nc([H])c([H])c(-c3c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c3[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05eb120>,gp_200_UCB_False_10,False,3
361,[H]c1nc(C#COC(=O)N([H])c2c([H])nc([H])c([H])c2[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b4a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4040>,gp_200_UCB_False_10,False,3
360,[H]c1nc(C([H])([H])C([H])([H])N([H])c2c([H])nc([H])c([H])c2[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4270>,gp_200_UCB_False_10,False,3
359,[H]c1nc([H])c(-n2c([H])nc(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])nc34)c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a43c0>,gp_200_UCB_False_10,True,3
358,[H]c1nc([H])c(N([H])C(=O)c2c([H])c([H])c(OC(F)(F)F)c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b5f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a45f0>,gp_200_UCB_False_10,False,3
357,[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])S(=O)(=O)N([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4900>,gp_200_UCB_False_10,False,3
356,[H]c1nc([H])c(N([H])C(=O)c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b6d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4a50>,gp_200_UCB_False_10,False,3
355,[H]c1nc([H])c(C(=O)N([H])S(=O)(=O)c2c([H])nc(C(F)(F)F)c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4c10>,gp_200_UCB_False_10,False,3
354,[H]c1nc([H])c(C(=O)OC([H])([H])N([H])C(=S)N([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b7b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4dd0>,gp_200_UCB_False_10,False,3
353,[H]c1nc([H])c(N([H])C(=O)C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4c80>,gp_200_UCB_False_10,False,3
374,[H]c1nc([H])c(N([H])C(=O)Oc2nc([H])c([H])c(C([H])([H])[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4d60>,gp_200_UCB_False_10,False,3
352,[H]c1nc(C([H])([H])c2c([H])c([H])c([H])c([H])c2Cl)nc(-c2c([H])nc([H])c([H])c2[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4e40>,gp_200_UCB_False_10,False,3
375,[H]c1nc(N([H])c2c([H])nc([H])c([H])c2[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4eb0>,gp_200_UCB_False_10,False,3
377,[H]c1nc([H])c(N([H])C(=O)c2c([H])nc(C(F)(F)F)c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7b9e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4f90>,gp_200_UCB_False_10,False,3
398,[H]c1nc([H])c(-c2nc([H])c([H])c(N([H])C([H])([H])[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7ba50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4ba0>,gp_200_UCB_False_10,False,3
397,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])c1c([H])c([H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7bac0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4ac0>,gp_200_UCB_False_10,False,3
396,[H]c1nc(C(=O)N([H])N([H])c2c([H])nc([H])c([H])c2[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7bb30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4970>,gp_200_UCB_False_10,False,3
395,[H]c1nc([H])c(OC(=O)c2c([H])nc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7bba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4820>,gp_200_UCB_False_10,False,3
394,[H]c1nc([H])c(S(=O)(=O)N([H])C(=O)c2c([H])c([H])c(OC(F)(F)F)c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7bc10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4190>,gp_200_UCB_False_10,False,3
393,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([H])c2OC([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7bc80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a40b0>,gp_200_UCB_False_10,False,3
392,[H]c1nc(N([H])C(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7bcf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4200>,gp_200_UCB_False_10,False,3
391,[H]c1nc(C(=O)N2C([H])([H])C([H])(c3c([H])nc([H])c([H])c3[H])C2([H])[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7bd60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a42e0>,gp_200_UCB_False_10,False,3
390,[H]c1nc([H])c(-n2nnc(-c3c([H])c4c([H])c([H])c([H])c([H])c4n3[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7bdd0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4430>,gp_200_UCB_False_10,False,3
389,[H]c1nc([H])c(N([H])C(=S)C(=O)C([H])([H])C([H])([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7be40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4510>,gp_200_UCB_False_10,False,3
388,[H]c1nc([H])c(-c2nc([H])c([H])c(N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7beb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4580>,gp_200_UCB_False_10,False,3
387,[H]c1nc([H])c(N([H])C(=O)SC(F)(F)F)c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7bf20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4660>,gp_200_UCB_False_10,False,3
386,[H]c1nc([H])c(N([H])C(=O)OSC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e7bf90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a47b0>,gp_200_UCB_False_10,False,3
385,[H]c1nc([C@]2([H])N(c3c([H])nc([H])c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])nc(C(F)(F)F)c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e85040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a4890>,gp_200_UCB_False_10,True,3
384,[H]c1nc([H])c([C@@]([H])(C(=O)N([H])c2c([H])c([H])c([H])c([N+](=O)[O-])c2[H])C([H])([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e850b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0dd0>,gp_200_UCB_False_10,False,3
383,[H]c1nc([H])c(N([H])C(=O)[C@]([H])(c2c([H])c([H])c(OC(F)(F)F)c([H])c2[H])C([H])([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e85120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0ba0>,gp_200_UCB_False_10,False,3
382,[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])c2nc([H])c([H])c(C([H])([H])[H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e85190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0900>,gp_200_UCB_False_10,False,3
381,[H]c1nc([H])c(-c2c([H])c([H])nc(C([H])([H])N3C(=O)c4c([H])c([H])c([H])c([H])c4C3=O)c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e85200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a07b0>,gp_200_UCB_False_10,True,3
380,[H]c1nc([H])c(N([H])c2c([H])c([H])c(OC(F)(F)F)c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e85270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0580>,gp_200_UCB_False_10,False,3
379,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])c(-c2c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c2[H])nc1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e852e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0430>,gp_200_UCB_False_10,False,3
378,[H]C(=C1SC(=O)N([H])C1=O)c1nc([H])c([H])c(-c2c([H])nc([H])c([H])c2[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e85350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0200>,gp_200_UCB_False_10,False,3
376,[H]c1nc(C(=O)N([H])S(=O)(=O)N([H])c2c([H])nc([H])c([H])c2[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e853c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a00b0>,gp_200_UCB_False_10,False,3
301,[H]c1nc([H])c(N([H])c2sc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e85430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0eb0>,gp_200_UCB_False_10,False,3
351,[H]c1nc([H])c(N([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e854a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0e40>,gp_200_UCB_False_10,False,3
349,[H]c1nc([H])c(-n2c([H])nc(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e85510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0f20>,gp_200_UCB_False_10,True,3
323,[H]c1nc([H])c(N([H])C(=S)N([H])C(=O)C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e85580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0d60>,gp_200_UCB_False_10,False,3
322,[H]c1nc(-c2c([H])c([H])c([H])c([H])c2F)nc(-c2c([H])nc([H])c([H])c2[H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e855f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0c80>,gp_200_UCB_False_10,False,3
321,[H]c1nc([H])c(N([H])C(=O)N2C([H])([H])C([H])(c3c([H])nc([H])c([H])c3[H])C2([H])[H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e85660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0c10>,gp_200_UCB_False_10,False,3
320,[H]c1nc([C@]2([H])N(c3c([H])nc([H])c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1[H],<rdkit.Chem.rdchem.Mol object at 0x7f1b24e856d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f1af05a0b30>,gp_200_UCB_False_10,False,3
