cnnaffinity,Smiles,h,enamine_id,enamine_searched
-5.00176,[H]c1nc([H])c(-c2nc3sc([H])c([H])n3c2OC([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,,False
-5.24872,c1(c(nc(c(C(C2(C(C(C(N2c2nc(c3n(nc(c3n2)[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])c1[H])[H])[H])[H],6,Z4435951776,False
-5.59757,[H]c1nc([H])c(Oc2nnnn2-c2c(F)c([H])c([H])c([H])c2F)c([H])c1[H],6,,False
-5.21024,[H]c1nc([H])c(-c2nc([H])c([H])c(C([H])([H])c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])c2[H])c([H])c1[H],6,,False
-5.28291,[H]c1nc([H])c([C@@]2([H])C([H])([H])c3nn([H])c(-c4c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c4[H])c3C2([H])[H])c([H])c1[H],6,,False
-5.19845,[H]C([H])=C([H])C(=O)N([H])c1c(-c2c([H])nc([H])c([H])c2[H])nc2sc([H])c([H])n12,6,,False
-5.52546,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])C3([H])[H])c([H])c1[H],6,,False
-5.5301,[H]c1nc([H])c(-c2c(N([H])c3c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])c([H])nn2[H])c([H])c1[H],6,,False
-4.56434,[H]c1nc([H])c(N(C(=O)N([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
-5.89855,[H]c1nc([H])c([C@@]2([H])C([H])([H])c3nn([H])c(-c4c([H])nc(N([H])[H])nc4[H])c3C2([H])[H])c([H])c1[H],6,,False
-5.07106,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])n1,6,,False
-5.56603,[H]c1nc([H])c(C2(N([H])c3nc4c([H])c([H])c([H])c([H])c4n3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.45679,[H]c1nc([H])c(-c2c(N([H])c3c([H])nc(N([H])[H])nc3[H])c([H])nn2[H])c([H])c1[H],6,,False
-5.77866,[H]c1nc([H])c(-n2c([H])c([H])n3nc(-c4sc5c([H])c([H])c([H])c([H])c5c4[H])c([H])c23)c([H])c1[H],6,,False
-5.11062,[H]c1nc([H])c(Oc2c([H])nn([H])c2N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])[H])c([H])c1[H],6,,False
-5.46327,[H]c1nc([H])c(-c2c([H])c([C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])nn2[H])c([H])c1[H],6,,False
-4.65515,[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c1[H],6,,False
-5.23499,[H]c1nc([H])c(-c2sc([H])c(N([H])c3c([H])c([H])c([H])c([H])c3C(=O)N([H])[H])c2[H])c([H])c1[H],6,,False
-5.02751,[H]ON([H])C(=O)C([H])([H])C([H])([H])c1c(Oc2c([H])nc([H])c([H])c2[H])c([H])nn1[H],6,,False
-5.22432,[H]c1nc([H])c(-n2c([H])c([H])n3nc(-c4c([H])c([H])c([H])c([H])c4F)c([H])c23)c([H])c1[H],6,,False
-4.96978,[H]c1nc([H])c(-c2nc(=O)n([H])c(C([H])([H])N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],6,,False
-5.03762,[H]C1=C(c2c([H])nc([H])c([H])c2[H])N([H])C(=S)N([H])[C@@]1([H])C([H])([H])N([H])c1c([H])c([H])c([H])c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(-c2onc(-c3sc4c([H])c([H])c([H])c([H])c4c3[H])c2[H])c([H])c1[H],6,,False
-5.57891,[H]Oc1c([H])c(O[H])c([H])c(-n2c([H])c([H])n3nc(-c4c([H])nc([H])c([H])c4[H])c([H])c23)c1[H],6,,False
-4.71592,[H]c1nc([H])c(-c2c([H])c([H])c(=O)n([C@]3([H])N=C(N([H])[H])OC3([H])[H])c2[H])c([H])c1[H],6,,False
-6.06587,[H]Oc1c([H])c(O[H])c([H])c(-n2c([H])c(-c3c([H])nc([H])c([H])c3[H])c(=O)n([H])c2=O)c1[H],6,,False
-5.51619,[H]c1nc([H])c([C@@]2([H])C([H])([H])c3nn([H])c(-c4c([H])c([H])c([H])c(C(=O)N([H])[H])c4[H])c3C2([H])[H])c([H])c1[H],6,,False
-5.25616,[H]c1nc([H])c(-n2nc([C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])c(=O)c([H])c2[H])c([H])c1[H],6,,False
-5.26065,[H]OC(c1c(-c2c([H])nc([H])c([H])c2[H])nc2sc([H])c([H])n12)(C([H])([H])[H])C([H])([H])[H],6,,False
-5.33578,[H]c1nc([H])c(-c2c([H])n(-c3c([H])nc([H])c([H])c3[H])c(=S)n2[H])nc1[H],6,,False
-5.53568,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])sc([H])c2[H])C3([H])[H])c([H])c1[H],6,,False
-5.93087,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])c([H])c(C(=O)OC([H])([H])[H])c([H])c2[H])C3([H])[H])c([H])c1[H],6,,False
-5.89542,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])nc(C([H])([H])[H])c([H])c2[H])C3([H])[H])c([H])c1[H],6,,False
-5.73451,[H]c1nc([H])c([C@@]2([H])C([H])([H])c3nn([H])c(-c4c([H])nc(C([H])([H])[H])c([H])c4[H])c3C2([H])[H])c([H])c1[H],6,,False
-5.14402,[H]Oc1c([H])c(O[H])c([H])c(-n2c([H])c(-c3c([H])nc([H])c([H])c3[H])n([H])c2=O)c1[H],6,,False
-5.21948,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])c1c(-c2c([H])nc([H])c([H])c2[H])nn2c1C([H])([H])C([H])([H])C2([H])[H],6,,False
-5.08183,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])n1c([H])c([H])n2nc(-c3c([H])nc([H])c([H])c3[H])c([H])c12,6,,False
-5.37858,[H]c1nc([H])c(-c2c([H])sc3nc(-c4c([H])nc([H])c([H])c4[H])nn23)nc1[H],6,,False
-5.03674,[H]Oc1c([H])c(O[H])c([H])c(N2C([H])([H])C([H])(C(=O)c3c([H])nc([H])c([H])c3[H])C2([H])[H])c1[H],6,,False
-5.33942,[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])c([H])c(Br)c([H])c3[H])c2[H])c([H])c1[H],6,,False
-4.75349,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])c1nn(-c2c([H])nc([H])c([H])c2[H])c(=O)c([H])c1[H],6,,False
-5.22148,[H]c1nc([H])c(-c2nn3c(c2OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-4.755,[H]c1nc([H])c(Sc2nnnn2-c2nc([H])c(C(F)(F)F)c([H])c2[H])c([H])c1[H],6,,False
-5.65807,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])nc(C(F)(F)F)c([H])c2[H])C3([H])[H])c([H])c1[H],6,,False
-5.54507,[H]Oc1c([H])c(O[H])c([H])c(-c2c(N([H])c3c([H])nc([H])c([H])c3[H])c([H])nn2[H])c1[H],6,,False
-5.5412,[H]C(=C1C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C1([H])[H])c1nc(C(F)(F)F)c([H])c([H])c1[H],6,,False
-5.00062,[H]c1nc([H])c(-c2snc([H])c2-c2nc([H])c([H])c(C([H])([H])[H])c2[H])c([H])c1[H],6,,False
-5.90547,[H]c1nc([H])c(-n2c([H])c(-c3nc(C(F)(F)F)c([H])c([H])c3[H])c([H])c([H])c2=O)c([H])c1[H],6,,False
-5.61891,[H]c1nc([H])c(-c2c(N([H])c3c([H])nc(C(F)(F)F)c([H])c3[H])c([H])nn2[H])c([H])c1[H],6,,False
-5.4649,[H]c1nc([H])c(-c2c([H])sc3nc(-c4c([H])nc(C(F)(F)F)c([H])c4[H])nn23)c([H])c1[H],6,,False
-4.99571,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])sc(-c2c([H])nc([H])c([H])c2[H])c1[H],6,,False
-4.69318,[H]OC(=O)C(=O)C([H])=C(O[H])c1c([H])nc([H])c(-c2c([H])nc([H])c([H])c2[H])c1[H],6,,False
-5.30934,[H]c1nc([H])c(Oc2c([H])nn([H])c2N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
-4.99427,[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c([H])c(C([H])([H])[H])c3[H])c([H])c([H])c2=O)c([H])c1[H],6,,False
-4.24844,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])c1c([H])c([H])c([H])n1-c1c([H])nc([H])c([H])c1[H],6,,False
-5.67058,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])c1nnc2sc(-c3c([H])nc([H])c([H])c3[H])nn12,6,,False
-5.45592,[H]c1nc([H])c(-c2nn(-c3c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c3[H])c([H])c([H])c2=O)c([H])c1[H],6,,False
-5.28514,[H]c1nc([H])c([C@]2(C([H])([H])c3c([H])c([H])c([H])c([H])c3C(F)(F)F)C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.43893,[H]Oc1c([H])c(Cl)c([H])c([H])c1Oc1c(-c2c([H])nc([H])c([H])c2[H])nc2n1C([H])([H])C([H])([H])S2,6,,False
-5.49821,[H]c1nc([H])c(-c2nnc3sc(-c4c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c4[H])nn23)c([H])c1[H],6,,False
-5.16934,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])c1c([H])c([H])c(=O)n(-c2c([H])nc([H])c([H])c2[H])c1[H],6,,False
-5.2763,[H]Oc1c([H])c(Cl)c([H])c([H])c1Oc1c([H])c(=O)n(-c2c([H])nc([H])c([H])c2[H])c(=O)n1[H],6,,False
-5.12277,[H]c1nc([H])c(-c2c([H])nc([H])c(N([H])C([H])([H])c3c([H])nc([H])c([H])c3[H])c2[H])c([H])c1[H],6,,False
-4.97297,[H]c1nc([H])c([C@]2([H])C([H])([H])N([H])C(=O)[C@@]2([H])c2c([H])c([H])c(F)c([H])c2[H])c([H])c1[H],6,,False
-5.59807,[H]c1nc([H])c(N([H])C(=O)C(c2c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
-5.19433,[H]c1nc([H])c(-n2c([H])c(C([H])([H])N([H])C(=O)c3c([H])c([H])c([H])c([H])c3[H])n([H])c2=S)c([H])c1[H],6,,False
-5.35819,[H]OC(=O)c1c([H])c([H])c([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])nc([H])c([H])c2[H])C3([H])[H])c1[H],6,,False
-5.22124,[H]c1nc([H])c(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.05347,[H]c1nc([H])c(Oc2c([H])nn([H])c2N([H])c2c([H])c([H])nc([H])c2[H])c([H])c1[H],6,,False
-5.59769,[H]c1nc(-n2c([H])c(-c3c([H])nc([H])c([H])c3[H])c(=O)n([H])c2=O)nc(C(F)(F)F)c1[H],6,,False
-5.54576,[H]c1nc(-c2c([H])n(-c3c([H])nc([H])c([H])c3[H])c(=O)n([H])c2=O)nc(C(F)(F)F)c1[H],6,,False
-5.60861,[H]c1nc([H])c(-n2c([H])c(-c3c([H])nc([H])c([H])c3[H])c([H])c([H])c2=O)c([H])n1,6,,False
-5.13547,[H]c1nc([H])c(-c2sc(C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H],6,,False
-5.1284,[H]c1nc([H])c(-c2nc(=O)n([H])c(C([H])([H])N([H])C(=O)c3c([H])c([H])c([H])c([H])c3[H])c2[H])c([H])c1[H],6,,False
-5.52704,[H]c1nc([H])c(-n2c(=O)c(-c3c([H])c([H])c([H])c([H])c3C(F)(F)F)c([H])n2[H])c([H])c1[H],6,,False
-5.20748,[H]c1nc(-n2c([H])nnc2-c2c([H])nc([H])c([H])c2[H])nc(C(F)(F)F)c1[H],6,,False
-5.7093,[H]c1nc([H])c(-c2nn3c(c2OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-5.67757,[H]c1nc(-c2nn3c([H])c([H])n(-c4c([H])nc([H])c([H])c4[H])c3c2[H])nc(C(F)(F)F)c1[H],6,,False
-5.1715,[H]Oc1c([H])c(Cl)c([H])c([H])c1Oc1oc([H])nc1-c1c([H])nc([H])c([H])c1[H],6,,False
-5.05965,[H]c1nc([H])c(-c2onc(-c3c([H])c([H])c([H])c4c3c([H])c([H])n4[H])c2[H])c([H])c1[H],6,,False
-6.12808,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])C3([H])[H])c([H])c1[H],6,,False
-5.54077,[H]c1nc([H])c(-c2nc3sc([H])c(-c4c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c4[H])n3n2)c([H])c1[H],6,,False
-5.0587,[H]c1nc([H])c([C@@]2([H])C([H])([H])c3nn([H])c(-c4c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c4[H])c3C2([H])[H])c([H])c1[H],6,,False
-5.849,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])c4c([H])c([H])c([H])c([H])c4n2[H])C3([H])[H])c([H])c1[H],6,,False
-5.55786,c1(c(nc(c(C(C2(C(C(C(N2c2c(nc3c(c(c(c(c3n2)[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])c1[H])[H])[H])[H],6,Z4027349564,False
-5.48108,[H]c1nc([H])c(-c2nn3c(c2OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-5.04862,[H]C(=C(c1c([H])nc([H])c([H])c1[H])C([H])([H])[H])c1nc([H])c([H])c(C(F)(F)F)n1,6,,False
-5.26647,[H]c1nc(-c2c(-c3c([H])nc([H])c([H])c3[H])nn3c2C([H])([H])C([H])([H])C3([H])[H])sc1[H],6,,False
-4.92089,[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1snc([H])c1-c1c([H])nc([H])c([H])c1[H],6,,False
-5.3025,[H]c1nc([H])c(-n2nc(-c3c([H])c([H])c([H])c([H])c3C(F)(F)F)c([H])c2[H])c([H])c1[H],6,,False
-5.59843,[H]Oc1c([H])c(Cl)c([H])c([H])c1Oc1sc(-c2c([H])nc([H])c([H])c2[H])c([H])c1[H],6,,False
-5.40241,[H]c1nc([H])c(-c2nc3sc([H])c([H])n3c2C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c1[H],6,,False
-5.49659,[H]O[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])n2nc(-c3c([H])nc([H])c([H])c3[H])c([H])c12,6,,False
