cnnaffinity,Smiles,h,enamine_id,enamine_searched
-5.0605,[H]c1nc([H])c(C2(c3nnc(N4C([H])([H])C([H])([H])C([H])(N5C([H])([H])C([H])([H])C([H])([H])C5([H])[H])C([H])([H])C4([H])[H])o3)C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.47336,[H]c1nc(N([H])c2c([H])sc(-c3c([H])nc([H])c([H])c3[H])c2[H])c([H])c([H])c1[H],6,,False
-5.5704,[H]c1nc([H])c(-c2c([H])n(-c3c([H])nc(Cl)c([H])c3[H])c(=S)n2[H])c([H])c1[H],6,,False
-4.78482,[H]c1nc([H])c(-c2sc([H])c(OC([H])([H])C([H])([H])N([H])[H])c2[H])c([H])c1[H],6,,False
-5.06932,[H]c1nc([H])c(-n2c([H])c(C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n([H])c2=S)c([H])c1[H],6,,False
-5.34572,[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3[H])n([H])c2=S)c([H])c1[H],6,,False
-5.01296,FC(F)(F)c1c(c(c(N(C(=S)N(C(C(Oc2c(c(c(nc2[H])[H])[H])[H])([H])[H])([H])[H])[H])[H])c(c1[H])[H])[H])[H],6,Z1203910817,False
0.0,[H]C1=C(c2c([H])nc([H])c([H])c2[H])N([H])C(=S)N([H])[C@@]1([H])c1c([H])c([H])c([H])n1[H],6,,False
-5.99592,[H]c1nc([H])c(-n2c([H])c(-c3c([H])c([H])c([H])c(OC(F)(F)F)c3[H])n([H])c2=S)c([H])c1[H],6,,False
-5.86825,[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c([H])c(OC(F)(F)F)c3[H])c(=S)n2[H])c([H])c1[H],6,,False
-4.75893,[H]C(=C1C(OC([H])([H])C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])=NC([H])([H])C1([H])[H])c1c([H])nc([H])c([H])c1[H],6,,False
-5.55055,[H]c1nc([H])c(-n2c([H])c([H])c([H])c2C([H])([H])c2c([H])nc([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],6,,False
-4.84257,[H]c1nc([H])c(N2C(=O)OC([H])([H])[C@@]2([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,,False
0.0,[H]c1nc(N2C([H])([H])C([H])([H])N(c3c([H])c([H])n(-c4c([H])nc([H])c([H])c4[H])c(=O)c3[H])C([H])([H])C2([H])[H])c([H])c([H])c1[H],6,,False
-5.74346,[H]c1nc([H])c(-c2c([H])n(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)c(=S)n2[H])c([H])c1[H],6,,False
-5.86263,[H]c1nc([H])c(-n2c([H])c(-c3c([H])nc([H])c4c([H])c([H])c([H])c([H])c34)n([H])c2=S)c([H])c1[H],6,,False
-4.88046,[H]OC1([H])C([H])([H])C([H])([H])N(c2oc(-c3c([H])nc([H])c([H])c3[H])c([H])c(=O)c2[H])C([H])([H])C1([H])[H],6,,False
-5.37569,[H]c1nc(N2C([H])([H])C([H])([H])N(C([H])([H])c3c([H])nn([H])c3-c3c([H])nc([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c([H])c1[H],6,,False
-4.73837,[H]c1nc([H])c(-c2sc([H])c(C3=NC([H])([H])C([H])([H])N3[H])c2[H])c([H])c1[H],6,,False
0.0,[H]OC1([H])C([H])([H])C([H])([H])N(c2c([H])c([H])n(-c3c([H])nc([H])c([H])c3[H])c(=O)c2[H])C([H])([H])C1([H])[H],6,,False
-5.474,[H]c1nc(N2C([H])([H])C([H])([H])N(C([H])([H])c3c([H])c([H])c([H])n3-c3c([H])nc([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c([H])c1[H],6,,False
-5.08081,[H]c1nc(N2C([H])([H])C([H])([H])N(c3nnc(C4(c5c([H])nc([H])c([H])c5[H])C([H])([H])C4([H])[H])o3)C([H])([H])C2([H])[H])c([H])c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(OC([H])([H])C([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-3.79663,[H]c1nc([H])c(OC2=NC([H])([H])C([H])([H])N2[H])c([H])c1[H],6,,False
-5.36077,[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])c3c([H])c([H])c([H])c(Cl)c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-4.60229,[H]c1nc([H])c(-c2nc([H])n([H])c2N([H])C2([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(-c2nc(=O)n([H])c(OC([H])([H])C3([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],6,,False
-4.79033,[H]c1nc([H])c(-n2c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])N([H])[H])c([H])c2=O)c([H])c1[H],6,,False
-5.6887,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])c([H])nn2C([H])([H])[H])C3([H])[H])c([H])c1[H],6,,False
0.0,O=C(N(c1nc(c(c2c(c(c(nc2[H])[H])[H])[H])s1)[H])[H])C1(C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])[H],6,Z2086897135,False
-5.6906,[H]c1nc([H])c(-c2c([H])n(-c3c([H])c([H])c([H])c(Cl)c3[H])c(=S)n2[H])c([H])c1[H],6,,False
-5.32532,[H]c1nc([H])c(-n2c(=O)c([H])c(OC([H])([H])C3([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])n2[H])c([H])c1[H],6,,False
-4.68344,[H]c1nc([H])c(Oc2c([H])nn([H])c2N([H])C2([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-4.89828,[H]c1nc([H])c(-c2nc(OC([H])([H])C3([H])C([H])([H])C3([H])[H])nn2[H])c([H])c1[H],6,,False
-5.89333,[H]c1nc([H])c(-n2c([H])c(-c3c([H])nc4c([H])c([H])c([H])c([H])c4c3[H])n([H])c2=S)c([H])c1[H],6,,False
