cnnaffinity,Smiles,h,enamine_id,enamine_searched
-5.53517,[H]c1nc([H])c(-c2oc(-c3nc(C(F)(F)F)c([H])c([H])c3[H])c([H])c(=O)c2[H])c([H])c1[H],6,,False
-5.37077,[H]c1nc([H])c(-c2c([H])n(C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(=S)n2[H])c([H])c1[H],6,,False
-5.57333,[H]Oc1c([H])c([H])c([H])c([H])c1-c1nn(-c2c([H])nc([H])c([H])c2[H])c(=O)c([H])c1[H],6,,False
-4.82812,[H]c1nc([H])c(C(=O)N([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],6,,False
-4.81603,[H]c1nc([H])c(-c2c([H])c(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(=O)n([H])c2[H])c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(-c2c([H])n(C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(=O)n2[H])c([H])c1[H],6,,False
-4.82063,[H]c1nc([H])c(-c2nn(-c3c([H])nc([H])c([H])c3[H])c(=O)c([H])c2[H])c([H])c1[H],6,,False
-5.2694,[H]c1nc([H])c(C([H])([H])c2c([H])nn([H])c2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,,False
-5.18553,[H]OC(=O)c1c([H])c([H])c(-c2c([H])n(-c3c([H])nc([H])c([H])c3[H])c(=O)n2[H])c([H])c1[H],6,,False
-5.09747,[H]c1nc([H])c(-n2nnnc2C([H])([H])N([H])C(=O)c2c([H])c([H])nc([H])c2[H])c([H])c1[H],6,,False
-5.25887,[H]c1nc([H])c(-c2c([H])n(C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(=S)n2[H])c([H])c1[H],6,,False
-5.73949,[H]c1nc([H])c(-c2nc3sc([H])c([H])n3c2C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[H])c([H])c1[H],6,,False
-5.1927,[H]c1nc([H])c(-c2nc3sc([H])c([H])n3c2N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,,False
-5.7058,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2sc(Cl)c([H])c2[H])C3([H])[H])c([H])c1[H],6,,False
-5.55645,[H]c1nc([H])c(-c2nc(-c3c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c3[H])c([H])n([H])c2=O)c([H])c1[H],6,,False
-5.28621,[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])nc1-c1c([H])nc([H])c([H])c1[H],6,,False
-5.18766,[H]c1nc([H])c(-c2c([H])n(N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(=O)n2[H])c([H])c1[H],6,,False
-5.10987,[H]Oc1c([H])c(Cl)c([H])c([H])c1On1nc([H])c(-c2c([H])nc([H])c([H])c2[H])c1[H],6,,False
-5.28405,[H]OC(=O)c1c([H])c([H])c(N([H])c2c([H])nn([H])c2-c2c([H])nc([H])c([H])c2[H])c([H])c1[H],6,,False
-4.63558,[H]c1nc([H])c(C([H])([H])SC([H])([H])c2c([H])c([H])c([H])c([H])c2Cl)c([H])c1[H],6,,False
-4.99136,[H]c1nc([H])c(-n2c([H])c(-c3nnn([H])n3)c([H])c([H])c2=O)c([H])c1[H],6,,False
-5.13889,N(S(=O)(=O)C1(C(C(C(N(C(=O)c2c(n(nc2c2c(c(c(nc2[H])[H])[H])[H])[H])[H])C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H],6,Z1280350533,False
-4.78836,[H]c1nc([H])c(N(C(=O)ON2C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
-5.28113,[H]c1nc([H])c(-c2nn3c([H])c([H])n(C(=O)N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3c2[H])c([H])c1[H],6,,False
-5.45814,[H]c1nc([H])c(N([H])C2(c3nc4c([H])c([H])c([H])c([H])c4n3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-4.79161,[H]c1nc([H])c(N([H])C2([C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.35906,[H]c1nc([H])c(-c2c(N([H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])c([H])nn2[H])c([H])c1[H],6,,False
-5.0482,[H]c1nc([H])c(-n2c([H])c(-c3nnn([H])n3)c(=O)n([H])c2=O)c([H])c1[H],6,,False
-4.69264,[H]c1nc([H])c([C@@]([H])(F)c2nc3c([H])c([H])c([H])c([H])c3n2[H])c([H])c1[H],6,,False
-5.07813,[H]c1nc([H])c([C@@]2([H])C([H])([H])c3nn([H])c(-c4c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c4[H])c3C2([H])[H])c([H])c1[H],6,,False
-4.70053,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])c1c([H])n(-c2c([H])nc([H])c([H])c2[H])c(=O)n([H])c1=O,6,,False
-5.82404,[H]c1nc([C@@]2([H])C([H])([H])c3nn([H])c(-c4c([H])nc([H])c([H])c4[H])c3C2([H])[H])sc1[H],6,,False
-5.06875,[H]c1nc([H])c(N([H])C(=O)C(c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,,False
-5.2768,[H]Oc1c([H])c([H])c(-n2c([H])c([H])n3nc(-c4c([H])nc([H])c([H])c4[H])c([H])c23)c([H])c1[H],6,,False
-5.73945,[H]c1nc([H])c(-c2nn3c(c2N2C([H])([H])c4c([H])c([H])c([H])c([H])c4C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-5.09932,[H]c1nc([H])c(-c2nc3n(c2Oc2c([H])c([H])c(Cl)c([H])c2[H])C([H])([H])C([H])([H])S3)c([H])c1[H],6,,False
-5.1881,[H]c1nc([H])c(-c2c([H])c([H])c(=O)n(-c3c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c3[H])c2[H])c([H])c1[H],6,,False
-6.01128,[H]c1nc([H])c(-c2nc3sc([H])c([H])n3c2C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.66391,Fc1c(Br)c(c(nc1N1C(C(C(C1(C(c1c(c(c(nc1[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])[H],6,Z4233925702,False
-4.49792,C(c1c(c(c(c(C(C([H])([H])[H])(C([H])([H])[H])C(=O)N(c2c(c(c(nc2[H])[H])[H])[H])[H])c1[H])[H])[H])[H])([H])([H])[H],6,Z3832243785,False
-5.30563,[H]Oc1c([H])c(Cl)c([H])c([H])c1Oc1nc([H])sc1-c1c([H])nc([H])c([H])c1[H],6,,False
-5.39555,[H]c1nc([H])c([C@@]2([H])C([H])([H])c3nn([H])c(-c4c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c4[H])c3C2([H])[H])c([H])c1[H],6,,False
-5.07991,[H]c1nc([H])c(-c2nn([H])c(=S)n2-c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])c([H])c1[H],6,,False
-5.82712,[H]c1nc([H])c(-c2c3c(nn2[H])C([H])([H])[C@]([H])(c2c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c2[H])C3([H])[H])c([H])c1[H],6,,False
-4.92278,[H]c1nc([H])c(-c2nc([H])n([H])c2C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],6,,False
-5.36926,[H]c1nc([H])c(C2(c3nnc([C@@]([H])(c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])[H])o3)C([H])([H])C2([H])[H])c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(-c2nn3c(c2N(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],6,,False
-4.51748,[H]OC(=O)[C@]([H])(c1c([H])nnn1-c1c([H])nc([H])c([H])c1[H])C([H])([H])[H],6,,False
-5.51437,[H]c1nc([H])c(-c2c([H])n(-c3c([H])nc([H])c(OC([H])([H])[H])c3[H])c(=O)n([H])c2=O)c([H])c1[H],6,,False
-5.53996,[H]c1nc([H])c(-c2nc3sc([H])c(C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])C4([H])[H])n3n2)c([H])c1[H],6,,False
-5.27449,[H]c1nc([H])c(-c2nc3n(c2Oc2c([H])c([H])c(F)c([H])c2[H])C([H])([H])C([H])([H])S3)c([H])c1[H],6,,False
0.0,[H]c1nc([H])c(N([H])c2c([H])nn([H])c2-c2sc(Cl)c([H])c2[H])c([H])c1[H],6,,False
-5.45172,[H]c1nc([H])c(-c2c(N([H])c3c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c3[H])c([H])nn2[H])c([H])c1[H],6,,False
-5.4148,[H]c1nc([H])c(-n2c([H])c(C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])c2=O)c([H])c1[H],6,,False
